timestamp,dissolved_oxygen,pH,temperature,OD600,agitation,feeding_rate
2024-01-26T15:20:00,27.33,5.426,28.28,14.169,392.1,2.07
2024-01-26T15:25:00,28.5,5.444,27.81,13.941,401.9,2.07
2024-01-26T15:30:00,22.59,5.419,27.93,14.083,401.4,1.94
2024-01-26T15:35:00,27.67,5.356,27.71,13.848,399.7,1.94
2024-01-26T15:40:00,25.42,5.335,27.7,13.779,410.3,2.13
2024-01-26T15:45:00,26.28,5.429,28.3,13.809,399.4,2.22
2024-01-26T15:50:00,23.11,5.411,28.1,13.518,395.4,2.12
2024-01-26T15:55:00,25.01,5.45,28.27,13.835,395.0,1.92
2024-01-26T16:00:00,25.73,5.374,28.31,13.882,401.7,2.15
2024-01-26T16:05:00,28.56,5.277,28.25,13.688,404.7,2.03
2024-01-26T16:10:00,25.94,5.407,28.1,14.258,415.9,2.3
2024-01-26T16:15:00,24.18,5.411,27.76,14.129,404.1,2.13
2024-01-26T16:20:00,26.56,5.366,28.05,13.717,395.7,2.12
2024-01-26T16:25:00,26.4,5.387,28.06,14.138,403.5,1.95
2024-01-26T16:30:00,29.63,5.43,28.02,14.026,403.2,2.19
2024-01-26T16:35:00,22.26,5.335,28.3,14.136,392.5,2.19
2024-01-26T16:40:00,24.72,5.421,28.06,13.886,410.6,2.04
2024-01-26T16:45:00,27.89,5.375,28.24,14.288,402.8,2.15
2024-01-26T16:50:00,25.9,5.368,28.23,14.023,398.9,2.14
2024-01-26T16:55:00,27.98,5.341,28.39,14.025,400.6,2.13
2024-01-26T17:00:00,28.06,5.44,28.16,14.058,403.6,2.36
2024-01-26T17:05:00,27.31,5.355,28.5,14.159,398.8,2.1
2024-01-26T17:10:00,28.57,5.413,27.55,13.568,402.3,2.1
2024-01-26T17:15:00,26.67,5.386,27.74,14.563,406.4,2.12
2024-01-26T17:20:00,29.68,5.344,28.19,13.794,408.9,2.27
2024-01-26T17:25:00,30.18,5.483,28.36,14.099,302.2,2.33
2024-01-26T17:30:00,30.11,5.361,27.89,13.755,284.6,2.26
2024-01-26T17:35:00,31.0,5.424,28.34,13.809,294.6,2.36
2024-01-26T17:40:00,30.35,5.442,28.05,14.426,297.4,2.32
2024-01-26T17:45:00,27.83,5.327,27.79,13.613,403.2,2.29
2024-01-26T17:50:00,29.29,5.322,27.89,13.962,396.6,2.12
2024-01-26T17:55:00,27.1,5.38,27.37,14.084,398.5,2.06
2024-01-26T18:00:00,27.03,5.412,27.96,13.966,408.4,2.31
2024-01-26T18:05:00,26.46,5.41,27.72,13.533,385.2,2.44
2024-01-26T18:10:00,30.61,5.38,28.13,14.108,296.5,2.28
2024-01-26T18:15:00,32.98,5.337,28.37,13.738,300.2,2.18
2024-01-26T18:20:00,31.35,5.47,28.09,13.981,295.5,2.27
2024-01-26T18:25:00,32.87,5.449,28.24,14.352,303.5,2.44
2024-01-26T18:30:00,26.91,5.411,27.75,13.839,394.7,2.16
2024-01-26T18:35:00,30.4,5.425,27.63,14.5,290.8,2.15
2024-01-26T18:40:00,30.97,5.436,28.22,14.263,297.0,2.49
2024-01-26T18:45:00,33.51,5.429,27.46,13.796,296.3,2.02
2024-01-26T18:50:00,30.42,5.309,28.11,14.199,297.3,2.07
2024-01-26T18:55:00,30.85,5.396,27.88,14.314,292.4,2.1
2024-01-26T19:00:00,29.67,5.41,27.39,14.224,393.4,2.4
2024-01-26T19:05:00,34.8,5.47,27.93,14.019,302.4,2.26
2024-01-26T19:10:00,33.57,5.417,28.06,14.395,307.2,2.41
2024-01-26T19:15:00,26.17,5.43,27.85,14.283,408.8,2.56
2024-01-26T19:20:00,34.69,5.49,28.02,13.938,312.4,2.33
2024-01-26T19:25:00,33.3,5.394,28.03,13.882,307.0,2.34
2024-01-26T19:30:00,32.3,5.379,28.26,13.547,303.5,2.56
2024-01-26T19:35:00,34.05,5.38,28.24,14.132,309.8,2.25
2024-01-26T19:40:00,30.49,5.372,28.09,14.331,303.6,2.49
2024-01-26T19:45:00,32.82,5.38,27.55,13.709,295.4,2.25
2024-01-26T19:50:00,34.56,5.345,28.11,14.042,294.1,2.46
2024-01-26T19:55:00,29.72,5.447,27.82,13.783,398.4,2.04
2024-01-26T20:00:00,34.05,5.411,27.54,14.135,306.0,2.28
2024-01-26T20:05:00,37.53,5.38,28.22,13.819,302.8,2.44
2024-01-26T20:10:00,33.29,5.424,27.98,13.984,307.6,2.19
2024-01-26T20:15:00,34.41,5.443,28.34,14.149,299.5,2.12
2024-01-26T20:20:00,30.45,5.379,27.63,13.902,297.6,2.31
2024-01-26T20:25:00,34.37,5.512,28.18,13.382,299.0,2.4
2024-01-26T20:30:00,33.11,5.41,27.75,13.821,308.4,2.19
2024-01-26T20:35:00,32.8,5.498,28.1,14.076,298.2,2.38
2024-01-26T20:40:00,30.57,5.378,27.46,13.923,295.4,2.44
2024-01-26T20:45:00,28.8,5.406,28.17,13.98,399.2,2.34
2024-01-26T20:50:00,32.16,5.384,28.05,13.819,311.5,2.33
2024-01-26T20:55:00,33.37,5.382,28.33,13.839,288.1,2.37
2024-01-26T21:00:00,32.94,5.376,28.13,14.093,304.5,2.48
2024-01-26T21:05:00,34.74,5.395,28.22,13.728,307.4,2.07
2024-01-26T21:10:00,29.92,5.523,27.86,13.932,403.7,2.46
2024-01-26T21:15:00,31.86,5.485,28.29,13.725,309.7,2.48
2024-01-26T21:20:00,33.45,5.401,27.69,13.97,300.4,2.36
2024-01-26T21:25:00,34.54,5.427,28.5,14.003,299.8,2.59
2024-01-26T21:30:00,37.21,5.466,27.91,14.364,301.1,2.29
2024-01-26T21:35:00,34.99,5.415,28.31,14.014,294.0,2.74
2024-01-26T21:40:00,34.33,5.408,28.14,14.104,307.6,2.51
2024-01-26T21:45:00,34.64,5.495,27.89,13.932,299.9,2.72
2024-01-26T21:50:00,37.26,5.373,27.94,13.932,307.4,2.41
2024-01-26T21:55:00,35.39,5.37,27.88,13.863,300.6,2.52
2024-01-26T22:00:00,38.39,5.376,28.03,14.184,303.4,2.75
2024-01-26T22:05:00,35.68,5.445,28.2,14.057,295.4,2.56
2024-01-26T22:10:00,34.66,5.421,27.93,14.222,288.4,2.54
2024-01-26T22:15:00,34.08,5.363,27.74,13.961,303.8,2.84
2024-01-26T22:20:00,32.32,5.454,27.8,14.203,297.1,2.48
2024-01-26T22:25:00,37.6,5.411,27.98,14.05,302.3,2.64
2024-01-26T22:30:00,32.66,5.417,27.68,14.154,299.7,2.53
2024-01-26T22:35:00,33.85,5.349,27.37,13.878,299.3,2.5
2024-01-26T22:40:00,38.73,5.377,28.43,13.736,308.1,2.28
2024-01-26T22:45:00,34.96,5.285,27.57,13.907,303.9,2.88
2024-01-26T22:50:00,36.69,5.415,28.5,14.089,310.7,2.5
2024-01-26T22:55:00,31.34,5.476,27.99,13.434,300.9,2.32
2024-01-26T23:00:00,35.5,5.426,27.88,13.714,294.8,2.48
2024-01-26T23:05:00,36.82,5.444,27.73,14.154,285.2,2.52
2024-01-26T23:10:00,37.15,5.565,28.21,13.686,313.7,2.69
2024-01-26T23:15:00,37.25,5.497,28.55,13.738,297.1,2.65
2024-01-26T23:20:00,38.42,5.487,28.01,13.557,296.7,2.67
2024-01-26T23:25:00,36.85,5.425,27.95,13.972,305.0,2.74
2024-01-26T23:30:00,34.49,5.406,28.22,13.656,300.7,2.54
2024-01-26T23:35:00,36.12,5.457,28.1,13.935,298.4,2.67
2024-01-26T23:40:00,35.68,5.436,27.98,14.171,302.1,2.55
2024-01-26T23:45:00,39.55,5.376,27.6,13.898,293.5,2.47
2024-01-26T23:50:00,33.99,5.405,28.19,14.006,302.1,2.6
2024-01-26T23:55:00,37.49,5.408,27.94,13.914,311.2,2.78
2024-01-27T00:00:00,36.23,5.415,27.6,14.429,296.0,2.95
2024-01-27T00:05:00,41.76,5.363,27.68,13.752,298.3,2.66
2024-01-27T00:10:00,38.55,5.4,27.96,14.076,298.4,2.54
2024-01-27T00:15:00,39.94,5.337,28.49,13.667,298.3,2.57
2024-01-27T00:20:00,41.07,5.469,28.15,14.032,305.4,2.43
2024-01-27T00:25:00,35.77,5.474,27.88,13.748,304.2,2.78
2024-01-27T00:30:00,36.59,5.478,27.77,13.67,300.6,2.59
2024-01-27T00:35:00,37.9,5.384,27.71,13.792,301.4,2.58
2024-01-27T00:40:00,35.98,5.416,28.28,13.679,307.5,2.61
2024-01-27T00:45:00,35.93,5.469,27.78,14.344,295.6,2.61
2024-01-27T00:50:00,39.58,5.45,27.72,13.848,295.1,2.59
2024-01-27T00:55:00,37.9,5.377,28.08,13.833,311.3,2.66
2024-01-27T01:00:00,39.72,5.395,28.2,13.76,296.4,3.01
2024-01-27T01:05:00,37.16,5.394,27.85,13.934,306.9,2.56
2024-01-27T01:10:00,37.38,5.42,27.92,13.705,292.5,2.69
2024-01-27T01:15:00,37.32,5.452,28.28,13.832,299.6,2.79
2024-01-27T01:20:00,37.87,5.466,27.87,13.367,296.3,3.11
2024-01-27T01:25:00,39.96,5.472,27.33,14.261,296.1,2.7
2024-01-27T01:30:00,37.89,5.307,28.12,13.798,302.7,3.02
2024-01-27T01:35:00,37.13,5.301,27.91,13.672,304.5,2.69
2024-01-27T01:40:00,38.59,5.428,27.59,14.331,301.4,2.49
2024-01-27T01:45:00,40.89,5.483,27.69,14.004,300.8,2.88
2024-01-27T01:50:00,37.4,5.314,28.1,13.946,299.2,2.72
2024-01-27T01:55:00,39.33,5.363,27.42,14.017,294.4,3.17
2024-01-27T02:00:00,39.94,5.414,27.93,14.007,305.8,2.74
2024-01-27T02:05:00,38.82,5.51,28.22,13.973,306.2,2.73
2024-01-27T02:10:00,38.98,5.427,28.49,14.08,294.8,2.86
2024-01-27T02:15:00,40.94,5.402,28.63,13.94,293.5,3.05
2024-01-27T02:20:00,44.13,5.351,27.74,14.114,307.5,2.56
2024-01-27T02:25:00,38.84,5.432,28.48,13.478,299.1,2.75
2024-01-27T02:30:00,41.08,5.443,27.95,13.908,290.2,2.71
2024-01-27T02:35:00,40.53,5.409,28.34,14.156,294.3,2.82
2024-01-27T02:40:00,39.2,5.428,27.94,13.867,293.0,2.89
2024-01-27T02:45:00,40.64,5.485,27.92,13.536,294.1,2.85
2024-01-27T02:50:00,41.69,5.417,28.51,13.646,305.8,2.85
2024-01-27T02:55:00,39.55,5.425,27.89,13.994,303.8,3.09
2024-01-27T03:00:00,42.59,5.466,28.17,14.011,294.3,3.14
2024-01-27T03:05:00,40.07,5.408,28.18,14.236,302.8,2.86
2024-01-27T03:10:00,41.36,5.449,28.22,13.548,301.7,2.86
2024-01-27T03:15:00,40.91,5.404,27.95,14.052,291.3,2.88
2024-01-27T03:20:00,41.6,5.493,27.92,13.982,302.4,3.03
2024-01-27T03:25:00,41.24,5.378,28.25,14.353,309.3,2.87
2024-01-27T03:30:00,43.76,5.471,28.04,14.014,296.5,2.91
2024-01-27T03:35:00,43.12,5.44,27.89,13.927,302.8,3.06
2024-01-27T03:40:00,39.27,5.417,28.28,13.908,293.1,2.62
2024-01-27T03:45:00,42.38,5.453,27.68,14.161,303.7,2.98
2024-01-27T03:50:00,44.51,5.433,27.88,13.464,298.1,2.64
2024-01-27T03:55:00,41.97,5.417,28.38,13.953,293.1,2.86
2024-01-27T04:00:00,40.83,5.429,28.13,13.627,298.3,2.83
2024-01-27T04:05:00,46.96,5.433,27.77,14.197,307.4,2.75
2024-01-27T04:10:00,40.05,5.374,27.92,13.741,295.7,2.97
2024-01-27T04:15:00,40.29,5.41,27.93,13.821,304.0,2.95
2024-01-27T04:20:00,43.08,5.452,28.42,14.0,294.4,2.91
2024-01-27T04:25:00,41.26,5.3,27.94,14.21,300.7,2.59
2024-01-27T04:30:00,40.31,5.442,27.93,14.112,293.6,2.83
2024-01-27T04:35:00,44.43,5.42,27.84,13.601,295.3,3.18
2024-01-27T04:40:00,44.73,5.449,28.09,14.139,293.9,2.97
2024-01-27T04:45:00,38.03,5.475,27.79,13.655,306.0,3.14
2024-01-27T04:50:00,43.59,5.4,28.56,13.933,300.2,3.06
2024-01-27T04:55:00,40.19,5.449,28.07,13.661,296.1,2.81
2024-01-27T05:00:00,45.05,5.4,27.9,13.52,307.3,2.86
2024-01-27T05:05:00,40.7,5.501,28.6,13.641,303.8,3.15
2024-01-27T05:10:00,46.88,5.44,28.26,13.673,299.5,3.0
2024-01-27T05:15:00,43.78,5.494,28.08,14.176,295.8,2.96
2024-01-27T05:20:00,41.23,5.379,28.36,13.824,297.3,3.07
2024-01-27T05:25:00,41.39,5.494,27.66,13.867,301.3,3.1
2024-01-27T05:30:00,39.87,5.468,28.22,13.787,296.6,3.17
2024-01-27T05:35:00,39.97,5.39,28.34,13.882,301.5,2.99
2024-01-27T05:40:00,41.76,5.409,27.75,13.604,291.3,3.25
2024-01-27T05:45:00,40.13,5.435,27.73,14.014,298.7,3.03
2024-01-27T05:50:00,47.57,5.41,27.76,13.698,296.2,3.25
2024-01-27T05:55:00,41.42,5.495,28.07,13.422,301.0,3.42
2024-01-27T06:00:00,41.61,5.417,27.66,13.848,306.3,3.19
2024-01-27T06:05:00,46.0,5.411,27.72,14.045,299.7,2.98
2024-01-27T06:10:00,45.88,5.422,28.04,13.828,299.5,3.23
2024-01-27T06:15:00,38.46,5.451,28.3,13.639,302.2,3.02
2024-01-27T06:20:00,44.58,5.437,27.96,13.533,309.1,2.98
2024-01-27T06:25:00,43.61,5.348,27.95,14.187,304.8,3.08
2024-01-27T06:30:00,43.24,5.392,28.15,13.454,303.9,2.98
2024-01-27T06:35:00,45.37,5.392,27.68,13.626,294.1,3.2
2024-01-27T06:40:00,42.2,5.431,28.46,13.854,295.1,2.86
2024-01-27T06:45:00,43.56,5.399,28.2,13.885,304.2,2.82
2024-01-27T06:50:00,49.08,5.457,28.2,13.635,305.9,3.16
2024-01-27T06:55:00,45.55,5.456,27.9,13.96,300.9,3.08
2024-01-27T07:00:00,41.37,5.396,27.92,13.783,295.3,3.1
2024-01-27T07:05:00,44.97,5.474,27.86,13.742,306.7,3.32
2024-01-27T07:10:00,44.47,5.446,28.36,13.891,306.1,3.39
2024-01-27T07:15:00,45.44,5.492,27.81,13.786,298.4,3.19
2024-01-27T07:20:00,46.32,5.422,27.55,13.978,301.2,3.06
2024-01-27T07:25:00,41.48,5.447,28.41,13.439,300.2,3.24
2024-01-27T07:30:00,40.91,5.456,28.0,14.039,302.8,3.14
2024-01-27T07:35:00,44.76,5.507,28.26,13.588,297.5,3.02
2024-01-27T07:40:00,47.47,5.39,27.9,13.393,306.6,2.98
2024-01-27T07:45:00,44.0,5.381,27.93,14.106,296.4,3.29
2024-01-27T07:50:00,40.33,5.423,27.59,13.623,301.0,3.06
2024-01-27T07:55:00,45.11,5.424,28.08,13.658,303.4,3.07
2024-01-27T08:00:00,37.26,5.444,27.91,13.752,295.1,3.29
2024-01-27T08:05:00,43.75,5.391,28.05,14.029,293.3,3.15
2024-01-27T08:10:00,45.02,5.349,27.46,14.04,300.8,3.39
2024-01-27T08:15:00,45.95,5.494,28.57,13.399,301.7,3.34
2024-01-27T08:20:00,49.72,5.408,27.72,13.282,298.7,3.5
2024-01-27T08:25:00,45.34,5.479,28.01,14.258,294.8,3.5
2024-01-27T08:30:00,48.57,5.493,28.18,13.62,309.1,3.62
2024-01-27T08:35:00,43.36,5.351,28.67,13.72,297.8,3.46
2024-01-27T08:40:00,48.7,5.403,27.64,13.591,299.0,3.21
2024-01-27T08:45:00,45.18,5.463,27.91,13.891,296.7,3.21
2024-01-27T08:50:00,45.86,5.346,27.84,14.216,300.5,3.58
2024-01-27T08:55:00,43.34,5.544,27.99,13.986,306.2,3.14
2024-01-27T09:00:00,42.3,5.289,28.63,13.214,301.1,3.18
2024-01-27T09:05:00,45.96,5.463,28.36,13.854,298.6,3.19
2024-01-27T09:10:00,47.39,5.44,28.65,13.938,297.8,3.2
2024-01-27T09:15:00,44.13,5.458,27.75,13.845,298.0,3.62
2024-01-27T09:20:00,43.9,5.488,27.68,13.658,296.5,3.43
2024-01-27T09:25:00,48.5,5.402,28.18,13.959,297.7,3.26
2024-01-27T09:30:00,44.58,5.449,28.05,14.018,294.6,3.5
2024-01-27T09:35:00,41.4,5.449,27.77,13.872,305.5,3.14
2024-01-27T09:40:00,46.74,5.439,28.23,13.665,292.4,3.61
2024-01-27T09:45:00,49.04,5.476,28.0,13.862,293.6,3.29
2024-01-27T09:50:00,49.16,5.409,27.15,14.101,298.9,3.34
2024-01-27T09:55:00,47.28,5.476,28.3,13.686,302.2,3.11
2024-01-27T10:00:00,51.33,5.454,28.11,13.664,201.8,3.45
2024-01-27T10:05:00,45.66,5.435,28.38,13.203,300.2,3.15
2024-01-27T10:10:00,44.45,5.383,27.75,13.835,302.7,3.59
2024-01-27T10:15:00,47.73,5.459,28.03,13.846,303.5,3.05
2024-01-27T10:20:00,44.02,5.49,27.96,13.761,300.2,3.19
2024-01-27T10:25:00,47.83,5.463,27.76,13.964,296.1,3.45
2024-01-27T10:30:00,47.45,5.341,27.85,13.578,309.0,3.49
2024-01-27T10:35:00,50.99,5.333,27.76,13.771,198.0,3.56
2024-01-27T10:40:00,44.63,5.483,27.88,13.929,306.1,3.28
2024-01-27T10:45:00,45.53,5.486,27.84,13.703,299.8,3.52
2024-01-27T10:50:00,48.68,5.448,27.87,13.853,298.3,3.46
2024-01-27T10:55:00,46.41,5.44,27.54,13.785,303.3,3.48
2024-01-27T11:00:00,46.79,5.361,27.89,13.953,299.0,3.57
2024-01-27T11:05:00,46.93,5.462,27.8,13.261,300.4,3.38
2024-01-27T11:10:00,45.97,5.407,28.21,13.561,296.3,3.34
2024-01-27T11:15:00,49.11,5.356,27.77,14.122,301.2,3.53
2024-01-27T11:20:00,49.6,5.477,28.14,13.388,306.8,3.56
2024-01-27T11:25:00,50.55,5.489,27.75,13.823,203.2,3.39
2024-01-27T11:30:00,48.17,5.378,27.96,13.835,301.3,3.43
2024-01-27T11:35:00,48.96,5.439,28.07,13.791,306.9,3.58
2024-01-27T11:40:00,45.04,5.47,28.1,13.764,306.4,3.52
2024-01-27T11:45:00,43.42,5.473,27.83,13.309,302.2,3.53
2024-01-27T11:50:00,47.08,5.401,28.0,13.679,297.1,3.47
2024-01-27T11:55:00,46.84,5.482,27.96,13.643,305.1,3.76
2024-01-27T12:00:00,48.6,5.455,28.26,13.907,300.4,3.68
2024-01-27T12:05:00,46.63,5.481,28.03,13.852,299.5,3.47
2024-01-27T12:10:00,49.74,5.481,28.11,13.75,303.0,3.74
2024-01-27T12:15:00,45.03,5.5,27.84,13.678,296.5,3.28
2024-01-27T12:20:00,43.94,5.408,28.18,13.839,303.6,3.46
2024-01-27T12:25:00,45.67,5.417,28.08,13.679,297.5,3.53
2024-01-27T12:30:00,50.23,5.465,28.24,13.379,206.5,3.45
2024-01-27T12:35:00,43.47,5.583,27.96,13.627,305.2,3.39
2024-01-27T12:40:00,51.96,5.439,27.7,13.93,199.3,3.25
2024-01-27T12:45:00,49.68,5.441,27.91,13.697,302.6,3.68
2024-01-27T12:50:00,48.07,5.552,27.6,13.331,299.6,3.89
2024-01-27T12:55:00,46.77,5.452,28.0,13.951,296.3,3.59
2024-01-27T13:00:00,48.22,5.409,27.62,13.639,299.8,3.87
2024-01-27T13:05:00,47.27,5.477,27.95,13.719,309.3,3.61
2024-01-27T13:10:00,46.36,5.466,28.08,13.857,299.7,3.54
2024-01-27T13:15:00,48.74,5.471,27.96,13.555,301.4,3.62
2024-01-27T13:20:00,47.7,5.444,28.81,13.72,301.6,3.73
2024-01-27T13:25:00,47.61,5.502,27.91,13.795,305.3,3.59
2024-01-27T13:30:00,49.07,5.394,28.16,13.479,294.0,3.6
2024-01-27T13:35:00,54.64,5.369,28.0,13.372,205.7,3.81
2024-01-27T13:40:00,47.62,5.505,28.27,13.885,301.1,3.69
2024-01-27T13:45:00,46.33,5.5,28.39,13.624,295.6,3.64
2024-01-27T13:50:00,48.35,5.447,28.28,13.659,296.3,3.54
2024-01-27T13:55:00,47.43,5.387,27.85,13.968,298.3,3.91
2024-01-27T14:00:00,51.09,5.481,28.28,13.897,196.6,3.65
2024-01-27T14:05:00,48.08,5.475,28.04,13.465,306.6,3.52
2024-01-27T14:10:00,45.79,5.449,28.22,13.799,298.9,3.78
2024-01-27T14:15:00,44.9,5.47,28.52,13.47,295.0,3.88
2024-01-27T14:20:00,45.68,5.394,28.0,13.694,298.0,3.51
2024-01-27T14:25:00,46.82,5.454,28.0,13.302,297.5,3.74
2024-01-27T14:30:00,49.66,5.44,28.28,13.916,295.2,3.68
2024-01-27T14:35:00,46.03,5.427,27.38,13.636,309.6,3.58
2024-01-27T14:40:00,48.94,5.471,27.85,14.037,301.0,3.83
2024-01-27T14:45:00,50.64,5.429,27.86,13.829,192.0,3.81
2024-01-27T14:50:00,52.58,5.46,27.77,13.922,191.5,3.9
2024-01-27T14:55:00,48.22,5.436,27.98,13.273,300.2,3.77
2024-01-27T15:00:00,49.06,5.346,28.22,13.132,297.2,3.43
2024-01-27T15:05:00,47.78,5.5,28.06,13.492,301.7,3.94
2024-01-27T15:10:00,50.8,5.477,27.61,13.652,207.4,3.55
2024-01-27T15:15:00,45.73,5.474,28.56,13.879,298.9,3.73
2024-01-27T15:20:00,48.45,5.529,28.06,13.809,298.4,3.7
2024-01-27T15:25:00,47.82,5.431,27.85,13.461,296.7,4.1
2024-01-27T15:30:00,49.6,5.474,28.19,13.438,299.7,3.75
2024-01-27T15:35:00,49.91,5.436,27.53,13.77,297.7,3.62
2024-01-27T15:40:00,49.42,5.464,28.53,13.517,297.3,3.92
2024-01-27T15:45:00,52.31,5.474,27.7,13.735,191.4,3.85
2024-01-27T15:50:00,47.22,5.391,28.05,13.546,307.5,3.75
2024-01-27T15:55:00,49.24,5.39,28.22,13.797,294.5,3.82
2024-01-27T16:00:00,51.52,5.401,28.12,13.586,195.8,3.75
2024-01-27T16:05:00,54.25,5.473,27.77,12.844,194.4,3.76
2024-01-27T16:10:00,45.33,5.442,28.53,13.822,294.3,3.85
2024-01-27T16:15:00,51.05,5.454,28.15,14.155,198.0,4.04
2024-01-27T16:20:00,45.26,5.431,27.71,13.569,298.6,3.81
2024-01-27T16:25:00,51.27,5.461,28.0,13.927,194.7,3.53
2024-01-27T16:30:00,51.53,5.444,27.84,13.682,202.3,3.85
2024-01-27T16:35:00,52.55,5.492,28.23,14.035,193.5,3.97
2024-01-27T16:40:00,51.18,5.472,28.14,13.739,213.5,3.86
2024-01-27T16:45:00,48.8,5.485,28.28,13.864,301.8,4.13
2024-01-27T16:50:00,48.8,5.459,28.26,13.453,300.9,4.08
2024-01-27T16:55:00,47.36,5.464,27.98,13.502,302.7,3.89
2024-01-27T17:00:00,49.8,5.451,27.91,13.573,299.0,3.84
2024-01-27T17:05:00,50.44,5.552,28.05,13.842,197.2,4.3
2024-01-27T17:10:00,52.27,5.477,28.19,13.741,202.7,3.74
2024-01-27T17:15:00,47.1,5.443,27.78,13.729,301.8,3.97
2024-01-27T17:20:00,50.76,5.423,27.92,13.754,204.6,4.08
2024-01-27T17:25:00,46.71,5.418,28.31,13.387,306.1,3.79
2024-01-27T17:30:00,54.31,5.47,28.43,13.713,205.0,3.8
2024-01-27T17:35:00,50.3,5.456,28.27,13.6,202.0,3.5
2024-01-27T17:40:00,45.34,5.459,28.07,13.346,301.4,3.8
2024-01-27T17:45:00,51.91,5.395,27.56,13.792,200.0,4.22
2024-01-27T17:50:00,51.6,5.419,28.27,14.022,197.7,3.84
2024-01-27T17:55:00,50.6,5.423,28.03,13.156,188.5,3.99
2024-01-27T18:00:00,52.85,5.475,27.92,13.09,202.8,3.82
2024-01-27T18:05:00,52.22,5.313,27.87,13.652,199.9,3.95
2024-01-27T18:10:00,47.94,5.424,27.43,13.963,307.6,3.94
2024-01-27T18:15:00,50.39,5.481,28.1,13.535,213.2,4.06
2024-01-27T18:20:00,49.28,5.435,27.55,13.528,300.2,4.11
2024-01-27T18:25:00,48.76,5.521,27.57,13.494,289.7,3.83
2024-01-27T18:30:00,51.48,5.437,27.93,13.284,205.8,3.9
2024-01-27T18:35:00,54.04,5.432,28.22,13.804,198.8,4.15
2024-01-27T18:40:00,46.98,5.435,27.73,13.275,297.4,3.98
2024-01-27T18:45:00,49.79,5.416,27.89,13.789,296.2,3.88
2024-01-27T18:50:00,50.9,5.428,28.29,13.263,192.8,3.95
2024-01-27T18:55:00,48.66,5.443,27.64,14.033,293.3,4.27
2024-01-27T19:00:00,51.11,5.377,28.11,13.663,205.8,4.21
2024-01-27T19:05:00,48.3,5.468,28.2,13.773,291.0,3.88
2024-01-27T19:10:00,52.85,5.384,28.24,13.822,200.5,4.17
2024-01-27T19:15:00,52.36,5.492,27.89,13.478,200.1,3.96
2024-01-27T19:20:00,50.67,5.413,27.79,13.991,200.6,4.18
2024-01-27T19:25:00,55.13,5.468,28.14,13.318,199.5,4.07
2024-01-27T19:30:00,53.3,5.454,28.23,13.584,197.8,4.11
2024-01-27T19:35:00,53.78,5.417,27.9,13.436,198.4,4.03
2024-01-27T19:40:00,50.36,5.518,27.75,13.778,200.8,3.97
2024-01-27T19:45:00,51.07,5.448,28.36,13.709,196.7,4.18
2024-01-27T19:50:00,51.39,5.401,27.8,13.44,199.6,4.37
2024-01-27T19:55:00,54.89,5.465,27.88,13.635,207.7,4.17
2024-01-27T20:00:00,52.26,5.442,27.4,13.466,204.7,4.28
2024-01-27T20:05:00,52.18,5.445,28.25,14.024,204.2,4.37
2024-01-27T20:10:00,50.89,5.424,28.16,13.599,192.3,4.24
2024-01-27T20:15:00,52.61,5.462,28.46,13.74,204.4,4.04
2024-01-27T20:20:00,49.35,5.481,27.7,13.474,305.4,4.34
2024-01-27T20:25:00,50.94,5.457,28.27,13.408,208.0,3.89
2024-01-27T20:30:00,50.79,5.393,27.85,13.533,202.1,4.11
2024-01-27T20:35:00,57.88,5.469,28.03,13.256,194.5,4.2
2024-01-27T20:40:00,47.2,5.409,28.24,13.566,309.7,4.22
2024-01-27T20:45:00,51.13,5.453,28.33,13.85,208.3,4.36
2024-01-27T20:50:00,51.36,5.47,27.92,13.36,201.9,4.3
2024-01-27T20:55:00,55.33,5.442,27.59,13.825,201.8,4.46
2024-01-27T21:00:00,53.11,5.489,28.06,13.491,200.0,4.05
2024-01-27T21:05:00,49.1,5.44,28.33,13.084,299.5,4.11
2024-01-27T21:10:00,53.11,5.519,28.32,13.396,203.0,3.98
2024-01-27T21:15:00,56.04,5.508,27.54,13.516,199.7,4.26
2024-01-27T21:20:00,46.49,5.462,27.76,13.422,296.1,4.16
2024-01-27T21:25:00,51.69,5.418,27.93,13.563,191.2,4.26
2024-01-27T21:30:00,51.09,5.5,27.68,12.949,203.6,4.4
2024-01-27T21:35:00,51.43,5.329,27.96,12.846,200.0,3.86
2024-01-27T21:40:00,52.45,5.42,28.44,14.023,191.0,4.05
2024-01-27T21:45:00,55.88,5.474,28.2,13.071,201.5,4.33
2024-01-27T21:50:00,52.47,5.464,27.82,13.605,199.8,4.29
2024-01-27T21:55:00,48.56,5.399,28.32,13.611,298.5,4.34
2024-01-27T22:00:00,48.6,5.421,27.93,13.339,296.7,4.45
2024-01-27T22:05:00,56.1,5.478,27.28,13.624,205.3,4.04
2024-01-27T22:10:00,50.23,5.556,28.43,13.635,196.3,4.25
2024-01-27T22:15:00,53.94,5.461,27.69,13.637,196.4,4.28
2024-01-27T22:20:00,52.99,5.425,28.19,13.859,198.1,4.42
2024-01-27T22:25:00,51.25,5.496,27.78,14.148,199.4,4.29
2024-01-27T22:30:00,57.62,5.446,28.18,13.535,190.3,4.36
2024-01-27T22:35:00,50.92,5.347,27.99,13.835,200.1,4.41
2024-01-27T22:40:00,51.28,5.422,27.65,14.029,201.0,4.38
